5.049370393565254744e+00,5.639288225039210900e+00
-3.591435627801326191e+00,-2.697572090689293489e+00
-2.352648918792945576e-01,-8.781089688792711456e-01
-4.626102564846251708e-02,2.046911848899863329e-01
4.732698487159536782e+00,5.872030686270620414e+00
5.076862648946473655e+00,4.591369005515071322e+00
-2.671741571297977291e+00,-3.121315591460336325e+00
4.746191682258281141e-01,-5.456324728768433552e-01
4.728616208450554304e+00,3.545672404022625734e+00
-2.019651962129599188e+00,3.673945137319741150e+00
-2.679089712402126233e-01,5.138392765940833495e-01
-3.308320150402016324e+00,-3.635528113133370987e+00
-3.355436354543321453e+00,-3.518394461807889506e+00
5.395126563603698244e+00,6.206122723259809959e+00
-2.794946414533704182e+00,-1.874297496470468394e+00
5.505646592130137434e-02,-1.192541348760535636e+00
-2.427707469606298574e+00,4.063858136615138505e+00
-6.938896943294431408e-02,-1.806622173535732678e-01
5.780256775465930641e-01,2.476685561618989784e-01
3.029923673882742863e-01,5.194531165020728203e-01
-2.569639333299165607e+00,5.579429238902434918e+00
4.855258365286202249e+00,5.211233237908578175e+00
-2.607262625156100633e+00,3.007085996880538570e+00
8.416765865616594455e-01,-8.411106376753685332e-01
5.619106723681181137e+00,4.108663776177817084e+00
4.117561142247080919e-01,-9.676295227137909905e-01
-1.873389519678428927e+00,3.941972132877764601e+00
-2.302101748707024331e+00,-2.993860163388247564e+00
-8.098334842760351523e-03,-6.346265573735402343e-01
4.131191659750253820e+00,3.680716426027951016e+00
-3.390385541473096342e+00,-3.292275230258817409e+00
-3.318300688566316659e+00,-3.345490944386808163e+00
9.475276893044348725e-01,4.604608374917452673e-01
-1.832018824208107910e+00,3.324706571620974049e+00
-1.689404587718526196e+00,3.564553712107920713e+00
-2.205612556448209194e+00,3.777135480402525225e+00
5.928503120798037429e+00,6.077526603857313248e+00
5.463019226389007166e+00,3.290874427621954812e+00
-2.837725904532096610e+00,-3.030142865669481989e+00
-3.868850604898394607e+00,-3.844478264625933228e+00
5.364737905829923825e+00,5.111965473893814504e+00
-3.590581885035807108e+00,4.654904111153476798e+00
4.887877013503184820e+00,4.736161365035495230e+00
-1.686118240069396590e+00,-3.484978971213090748e+00
-1.988948972486269007e+00,5.005862387365169752e+00
-9.116219795724079811e-01,-2.905404437197507961e-01
-1.151262729179424849e+00,-1.590832526953012485e-02
-2.953579015411428976e+00,-3.516770520796958177e+00
4.084684897445156615e+00,4.584855158071253101e+00
-3.264026692018190179e+00,-2.921555653628345350e+00
-5.080762308410429196e-01,-9.089083348115187810e-01
-4.320607294820030808e-02,6.021197387352145158e-01
3.613812596461585952e-02,1.477945267491171721e+00
-3.482986700076373232e+00,3.521862846717713769e+00
4.632326785709368622e+00,4.767379064038409275e+00
4.689433220578297146e+00,5.134272770983338674e+00
-1.897480737123234951e+00,3.889609998188392481e+00
-1.506097649622851309e+00,4.043990780313042599e+00
-2.553939947666542309e+00,3.188989236630199731e+00
-1.704009259471466420e+00,4.110901674216924206e+00
-5.035305139335830571e-01,-1.855274255107287329e-01
